nv,0,0,0
0,49,54,149
1.99,49,54,149
2,69,117,180
3.99,69,117,180
4,116,173,209
5.99,116,173,209
6,171,217,233
7.99,171,217,233
8,224,243,248
9.99,224,243,248
10,255,255,191
11.99,255,255,191
12,254,224,144
13.99,254,224,144
14,253,174,97
15.99,253,174,97
16,244,109,67
17.99,244,109,67
18,215,48,39
19.99,215,48,39
20,48,31,66
